名前,ID,アクタータイプ,座標X,座標Y,座標Z,回転X,回転Y,回転Z,大きさX,大きさY,大きさZ,モデルのパス,優先度,ゲームタグ,当たり判定無視,トリガー,重力を受ける,コリジョンの半径,コリジョンの高さ,パスをまとめたパス
DBK_Concrete_Pillar_A (4),186,Stage,0.3,0,49.08,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (5),244,Stage,-6.05,0,54.59,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (6),323,Stage,2.26,0,60.42,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (8),214,Stage,5,0,71.49,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (9),317,Stage,-5,0,71.49,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (10),189,Stage,-5,0,87.43,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (12),312,Stage,-15.27,0,88.123,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (17),136,Stage,-40.7,0,89.01,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (18),284,Stage,-41.5,0,67.64299,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (19),179,Stage,-41.5,-1.36,62.21299,2.504478E-06,0,0,2,3,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (20),281,Stage,-41.34,-1.36,54.12,2.504478E-06,0,0,2,3,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (21),227,Stage,-54.13,-1.36,54.13,2.504478E-06,0,0,2,3,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (13),222,Stage,-24,0,84.23,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (14),218,Stage,-24,0,92.68,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (15),141,Stage,-33,0,92.68,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (16),301,Stage,-33,0,85.59,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A (11),208,Stage,5,0,87.43,2.504478E-06,0,0,2,2,2,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (53),293,Stage,-0.99,6,29.01,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (54),238,Stage,7.57,6,40.56,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (74),210,Stage,1.17,6,38.95,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (55),298,Stage,-5.33,6,35.06,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (56),267,Stage,1.8,6,47.58,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (57),205,Stage,-4.55,6,53.09,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concete_Floor_Full (58),274,Stage,3.76,6,58.92,2.504478E-06,0,0,1,1,1,Stage/DBK_Concete_Floor_Full,Static,Object,1,1,0,0,0,None
DBK_Concrete_Pillar_A,150,Stage,-3.33,0.2000003,12.04,2.504478E-06,0,0,1,1,1,Stage/DBK_Concrete_Pillar_A,Static,Object,1,1,0,0,0,None
DBK_Concrete_Floor_Side_C,290,Stage,-5.505,3,11.43,0,90,0,1,1,1,Stage/DBK_Concrete_Floor_Side_C,Static,Object,1,1,0,0,0,None
water,327,Stage,0,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (8),111,Stage,20,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (1),314,Stage,-20,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (12),294,Stage,-40,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (16),206,Stage,-60,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (2),128,Stage,0,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (9),171,Stage,20,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (3),202,Stage,-20,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (13),176,Stage,-40,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (17),225,Stage,-60,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (4),184,Stage,0,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (10),127,Stage,20,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (6),268,Stage,0,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (11),249,Stage,20,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (5),160,Stage,-20,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (14),120,Stage,-40,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (18),316,Stage,-60,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (7),277,Stage,-20,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (15),147,Stage,-40,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (19),177,Stage,-60,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (36),44,Stage,-60,0,96,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (41),39,Stage,-60,0,116,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (46),34,Stage,-60,0,136,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (51),29,Stage,-60,0,156,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (64),8,Stage,-60,0,176,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (20),234,Stage,-80,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (24),224,Stage,-100,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (28),54,Stage,-120,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (32),47,Stage,-140,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (56),15,Stage,-160,0,16,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (21),140,Stage,-80,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (25),286,Stage,-100,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (29),52,Stage,-120,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (33),49,Stage,-140,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (57),13,Stage,-160,0,36,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (22),306,Stage,-80,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (26),229,Stage,-100,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (30),53,Stage,-120,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (34),48,Stage,-140,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (58),14,Stage,-160,0,56,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (23),201,Stage,-80,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (37),43,Stage,-80,0,96,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (42),40,Stage,-80,0,116,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (47),33,Stage,-80,0,136,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (52),30,Stage,-80,0,156,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (65),7,Stage,-80,0,176,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (27),311,Stage,-100,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (38),42,Stage,-100,0,96,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (43),41,Stage,-100,0,116,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (48),32,Stage,-100,0,136,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (53),31,Stage,-100,0,156,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (66),6,Stage,-100,0,176,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (31),51,Stage,-120,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (39),45,Stage,-120,0,96,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (44),38,Stage,-120,0,116,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (49),35,Stage,-120,0,136,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (54),28,Stage,-120,0,156,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (67),9,Stage,-120,0,176,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (35),50,Stage,-140,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (59),12,Stage,-160,0,76,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (40),46,Stage,-140,0,96,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (60),16,Stage,-160,0,96,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (45),37,Stage,-140,0,116,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (61),17,Stage,-160,0,116,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (50),36,Stage,-140,0,136,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (62),18,Stage,-160,0,136,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (55),27,Stage,-140,0,156,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (68),10,Stage,-140,0,176,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (63),19,Stage,-160,0,156,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
water (69),11,Stage,-160,0,176,0,0,0,20,20,20,Stage1/water,Static,Object,1,1,0,0,0,None
DBK_Concrete_Wall_Side_B,226,Stage,-6,0,72,0,90,0,8,8,8,Stage/DBK_Concrete_Wall_Side_B,Static,Object,1,1,0,0,0,None
Plane,215,Stage,0,0.2,7.2,0,0,0,2,1,2,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (1),164,Stage,0,1,14.8,270,0,0,2,1,1,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (4),198,Stage,6,8.99,8.35,270,90,0,2.5,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (5),324,Stage,-5.2,8.99,8.35,270,270,0,2.5,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (6),104,Stage,0.52,8.99,-2.2,270,180,0,2,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (7),188,Stage,17.02,8.99,31.3,90,315,0,3,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (9),96,Stage,23,8.99,54.5,90,270,0,4,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (11),67,Stage,-60.85,8.99,55.46,90,90,0,0,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (10),95,Stage,-14.53,8.99,95,90,180,0,10,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (8),183,Stage,-14.31,8.99,29.1,90,45,0,2.5,1,3,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (3),154,Stage,0,1,21,270,180,0,2,1,1,Collision/Plane,Static,Object,0,0,0,0,0,None
Plane (2),271,Stage,0,6,17.92,0,0,0,2,1,0.61,Collision/Plane,Static,Object,0,0,0,0,0,None
Cube (1),194,Stage,0,6.1,25,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (37),80,Stage,0,3.14,25,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (38),79,Stage,-2.5,3.14,30.47,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (39),78,Stage,-6.83,3.14,36.52,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (40),77,Stage,-0.28,3.14,40.35,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (41),76,Stage,6.02,3.14,42.02,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (42),75,Stage,0.3,3.14,49.05,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (43),74,Stage,-6.04,3.14,54.55,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (45),72,Stage,-40.69,2.8,88.99,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (46),71,Stage,-41.5,2.8,67.64,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (47),70,Stage,-41.51,4.25,62.16,0,0,0,1,7,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (48),69,Stage,-41.31,3.98,54.12,0,0,0,1,7,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (44),73,Stage,2.25,3.14,60.41,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (22),309,Stage,-4,3.1,12.2,0,0,0,3,0.2,1.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (23),100,Stage,-3.33,1.618,12.05,0,0,0,0.5,3,0.5,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (2),155,Stage,-2.5,6.1,30.5,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (3),211,Stage,-6.83,6.1,36.56,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (4),145,Stage,-0.35,6.1,40.45,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (5),199,Stage,6.05,6.1,42.04,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (6),295,Stage,0.31,6.1,49.07,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (7),320,Stage,-6.045,6.1,54.584,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (8),288,Stage,2.24,6.1,60.41,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (12),321,Stage,-15.702,5.9,88.141,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (30),87,Stage,-15.268,3.8,88.111,0,0,0,1,4,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (33),84,Stage,-4.99,2.93,87.43,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (34),83,Stage,4.99,2.93,87.46,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (35),82,Stage,4.97,2.86,71.39,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (36),81,Stage,-4.975,2.86,71.474,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (31),86,Stage,-23.96,2.95,84.28,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (32),85,Stage,-23.98,2.98,92.65,0,0,0,1,6,1,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (13),135,Stage,-41.12,5.9,89.01,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (14),241,Stage,-41.516,5.9,67.636,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (15),148,Stage,-41.516,7.74,62.195,0,0,0,3,0.2,3,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (16),98,Stage,-41.516,7.32,54.16,0,0,0,9,0.6,9,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (17),64,Stage,-53.11,7.55,54.47,0,0,0,12,0.6,24,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (18),63,Stage,-59.82,7.55,70.58,0,135,0,12,0.6,24,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (19),62,Stage,-74.52,7.55,77.38,0,90,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (20),61,Stage,-96.3,7.55,86.8,0,0,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (21),60,Stage,-96.29,7.55,109.54,0,0,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (49),59,Stage,-95.9,7.55,127.9,0,90,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (50),58,Stage,-79.33,7.55,132.38,0,60,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (51),57,Stage,-112.43,7.55,132.53,0,300,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (52),56,Stage,-118.37,7.55,143.19,0,0,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (53),55,Stage,-73.37,7.55,142.9,0,0,0,12,0.6,21,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (9),269,Stage,0.99,5.9,79,0,0,0,20,0.2,18,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (10),144,Stage,-29,5.9,89,0,0,0,12,0.2,13,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (11),116,Stage,-40,5.9,77.2,0,90,0,12,0.2,13,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube,103,Stage,-22.2,10.07,58.2,0,0,0,1.7,20,50,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (1),94,Stage,6.83,10.07,85.4,0,0,0,1.7,20,30,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (24),93,Stage,16.5,10.07,71.31,0,90,0,1.7,20,20,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (25),92,Stage,-19.9,10.07,71.31,0,90,0,1.7,20,28,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (26),91,Stage,-6.82,14.02,77.59,0,0,0,1.7,20,13,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (27),90,Stage,-27.46,10.56,82.66,0,90,0,1.7,15,15,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (28),89,Stage,-34.15,10.56,75.72,0,0,0,1.7,15,15,Collision/Cube,Static,Object,0,0,0,0,0,None
Cube (29),88,Stage,-47.19,10.03,83.44,0,0,0,1.7,20,25,Collision/Cube,Static,Object,0,0,0,0,0,None
